work_id,mp_name,district,block,village,category,description,sanctioned_cost_lakh,sanction_year,status,is_seeded_duplicate,duplicate_of
MPLAD-2021-100086,MP_34,Howrah,Nakashipara,Subarnapur,Electrification,"Installation of 5 solar street lights at Subarnapur, Nakashipara under MPLADS, Ward No. 7, Nakashipara block, Howrah district",6.46,2021,Ongoing,False,
MPLAD-2023-101047,MP_26,Bankura,Nakashipara,Rautari,Electrification,"Installation of 4 solar street lights at Rautari, Nakashipara under MPLADS, Ward No. 2, Nakashipara block, Bankura district",18.42,2023,Sanctioned,False,
MPLAD-2023-100123,MP_36,Malda,Nakashipara,Kalinagar,Electrification,"Installation of 4 solar street lights at Kalinagar, Nakashipara under MPLADS, Ward No. 23, Nakashipara block, Malda district",39.15,2023,Ongoing,False,
MPLAD-2024-100243,MP_39,Howrah,Santipur,Panchberia,Water,"Installation of 6 deep tube wells with submersible pump at Panchberia under MPLADS, Ward No. 9, Santipur block, Howrah district",5.58,2024,Completed,False,
MPLAD-2024-101034,MP_28,Bankura,Santipur,Debagram,Community,"Renovation of crematorium boundary wall at Debagram under MPLADS, Ward No. 23, Santipur block, Bankura district",37.17,2024,Completed,False,
MPLAD-2019-101057,MP_21,Malda,Hanskhali,Jaguli,Water,"Installation of 2 deep tube wells with submersible pump at Jaguli under MPLADS, Ward No. 9, Hanskhali block, Malda district",25.08,2019,Completed,False,
MPLAD-DUP-200083,MP_17,Birbhum,Haringhata,Jaguli,Education,"Building of extra class rooms at Jaguli Primary School under MPLADS, Ward No. 3, Haringhata block, Birbhum district",4.1,2023,Completed,True,MPLAD-2022-100017
MPLAD-2024-100754,MP_39,Hooghly,Nakashipara,Subarnapur,Community,"Construction of community hall with toilet block at Subarnapur under MPLADS, Ward No. 19, Nakashipara block, Hooghly district",17.96,2024,Completed,False,
MPLAD-2021-100807,MP_15,Hooghly,Hanskhali,Muragachha,Education,"Construction of additional classroom block at Muragachha Primary School under MPLADS, Ward No. 4, Hanskhali block, Hooghly district",14.06,2021,Completed,False,
MPLAD-2023-100704,MP_31,Malda,Santipur,Dhantala,Education,"Construction of additional classroom block at Dhantala Primary School under MPLADS, Ward No. 13, Santipur block, Malda district",12.41,2023,Ongoing,False,
MPLAD-2021-100128,MP_19,Bardhaman,Krishnanagar-II,Rautari,Education,"Supply of benches and desks to Rautari High School under MPLADS under MPLADS, Ward No. 24, Krishnanagar-II block, Bardhaman district",12.79,2021,Completed,False,
MPLAD-2025-100377,MP_34,Hooghly,Kaliganj,Subarnapur,Education,"Supply of benches and desks to Subarnapur High School under MPLADS under MPLADS, Ward No. 20, Kaliganj block, Hooghly district",14.16,2025,Ongoing,False,
MPLAD-2021-100275,MP_18,Nadia,Haringhata,Panchberia,Community,"Construction of community hall with toilet block at Panchberia under MPLADS, Ward No. 12, Haringhata block, Nadia district",29.51,2021,Completed,False,
MPLAD-2023-100788,MP_18,Hooghly,Krishnanagar-II,Fatepur,Electrification,"Installation of 5 solar street lights at Fatepur, Krishnanagar-II under MPLADS, Ward No. 11, Krishnanagar-II block, Hooghly district",12.36,2023,Completed,False,
MPLAD-2024-101062,MP_09,Nadia,Krishnanagar-II,Mamjoan,Sports,"Development of playground with boundary fencing at Mamjoan under MPLADS, Ward No. 24, Krishnanagar-II block, Nadia district",41.36,2024,Ongoing,False,
MPLAD-2025-100461,MP_05,Hooghly,Chakdaha,Aistala,Health,"Construction of waiting shed at Aistala Sub-Centre under MPLADS, Ward No. 9, Chakdaha block, Hooghly district",24.05,2025,Completed,False,
MPLAD-2025-101147,MP_13,Purulia,Ranaghat-I,Jaguli,Community,"Renovation of crematorium boundary wall at Jaguli under MPLADS, Ward No. 17, Ranaghat-I block, Purulia district",1.55,2025,Ongoing,False,
MPLAD-2020-101093,MP_30,Bardhaman,Krishnanagar-II,Barasat,Community,"Renovation of crematorium boundary wall at Barasat under MPLADS, Ward No. 24, Krishnanagar-II block, Bardhaman district",36.01,2020,Ongoing,False,
MPLAD-2022-101018,MP_18,Murshidabad,Karimpur-II,Mamjoan,Sports,"Development of playground with boundary fencing at Mamjoan under MPLADS, Ward No. 21, Karimpur-II block, Murshidabad district",30.45,2022,Completed,False,
MPLAD-2021-101122,MP_33,Bardhaman,Kaliganj,Kalinagar,Road,"Construction of 474 m concrete road from Rautari to Kalinagar at Kalinagar under MPLADS, Ward No. 8, Kaliganj block, Bardhaman district",33.74,2021,Completed,False,
MPLAD-2019-101169,MP_17,Nadia,Nakashipara,Panchberia,Water,"Construction of overhead water reservoir of 8000 litre capacity at Panchberia under MPLADS, Ward No. 3, Nakashipara block, Nadia district",28.64,2019,Ongoing,False,
MPLAD-2020-100029,MP_27,Hooghly,Hanskhali,Bahirgachi,Health,"Construction of waiting shed at Bahirgachi Sub-Centre under MPLADS, Ward No. 5, Hanskhali block, Hooghly district",6.8,2020,Completed,False,
MPLAD-2025-100573,MP_22,Hooghly,Haringhata,Muragachha,Irrigation,"Re-excavation of village pond for irrigation at Muragachha under MPLADS, Ward No. 14, Haringhata block, Hooghly district",12.4,2025,Completed,False,
MPLAD-2019-100497,MP_22,Purulia,Chakdaha,Mamjoan,Education,"Construction of additional classroom block at Mamjoan Primary School under MPLADS, Ward No. 9, Chakdaha block, Purulia district",31.95,2019,Ongoing,False,
MPLAD-2022-100031,MP_20,Hooghly,Nakashipara,Muragachha,Health,"Construction of waiting shed at Muragachha Sub-Centre under MPLADS, Ward No. 2, Nakashipara block, Hooghly district",30.33,2022,Sanctioned,False,
MPLAD-2020-100316,MP_05,Jalpaiguri,Chakdaha,Barasat,Education,"Construction of additional classroom block at Barasat Primary School under MPLADS, Ward No. 19, Chakdaha block, Jalpaiguri district",41.94,2020,Sanctioned,False,
MPLAD-2023-100277,MP_07,Nadia,Karimpur-II,Rautari,Water,"Installation of 2 deep tube wells with submersible pump at Rautari under MPLADS, Ward No. 14, Karimpur-II block, Nadia district",37.36,2023,Sanctioned,False,
MPLAD-2025-100405,MP_02,Birbhum,Hanskhali,Aistala,Education,"Supply of benches and desks to Aistala High School under MPLADS under MPLADS, Ward No. 12, Hanskhali block, Birbhum district",35.73,2025,Completed,False,
MPLAD-2022-100220,MP_19,Jalpaiguri,Chakdaha,Rautari,Health,"Construction of waiting shed at Rautari Sub-Centre under MPLADS, Ward No. 9, Chakdaha block, Jalpaiguri district",18.55,2022,Completed,False,
MPLAD-2019-100070,MP_31,Malda,Nakashipara,Aistala,Sanitation,"Construction of 5 community sanitary complex at Aistala under MPLADS, Ward No. 15, Nakashipara block, Malda district",25.39,2019,Completed,False,
MPLAD-2020-100554,MP_28,Nadia,Karimpur-II,Mamjoan,Water,"Installation of 5 deep tube wells with submersible pump at Mamjoan under MPLADS, Ward No. 9, Karimpur-II block, Nadia district",21.67,2020,Sanctioned,False,
MPLAD-2020-100239,MP_18,Hooghly,Haringhata,Kalinagar,Electrification,"Installation of 1 solar street lights at Kalinagar, Haringhata under MPLADS, Ward No. 4, Haringhata block, Hooghly district",39.64,2020,Completed,False,
MPLAD-2020-100358,MP_19,Howrah,Tehatta-I,Bhatjangla,Sanitation,"Construction of 7 community sanitary complex at Bhatjangla under MPLADS, Ward No. 2, Tehatta-I block, Howrah district",19.76,2020,Completed,False,
MPLAD-2024-100908,MP_14,Murshidabad,Krishnanagar-II,Bhatjangla,Education,"Supply of benches and desks to Bhatjangla High School under MPLADS under MPLADS, Ward No. 3, Krishnanagar-II block, Murshidabad district",29.31,2024,Completed,False,
MPLAD-DUP-200002,MP_09,Bardhaman,Kaliganj,Subarnapur,Education,"Building of extra class rooms at Subarnapur Primary School under MPLADS, Ward No. 4, Kaliganj block, Bardhaman district",37.78,2025,Ongoing,True,MPLAD-2024-100768
MPLAD-2019-100259,MP_19,Bardhaman,Karimpur-II,Debagram,Community,"Construction of community hall with toilet block at Debagram under MPLADS, Ward No. 12, Karimpur-II block, Bardhaman district",23.21,2019,Completed,False,
MPLAD-2022-100808,MP_17,Howrah,Kaliganj,Kalinagar,Electrification,"Providing LED high mast lighting at Kalinagar market area under MPLADS, Ward No. 4, Kaliganj block, Howrah district",2.17,2022,Completed,False,
MPLAD-2019-100350,MP_25,Birbhum,Tehatta-I,Subarnapur,Education,"Supply of benches and desks to Subarnapur High School under MPLADS under MPLADS, Ward No. 5, Tehatta-I block, Birbhum district",24.88,2019,Completed,False,
MPLAD-2022-100549,MP_28,Birbhum,Ranaghat-I,Bhatjangla,Road,"Improvement and metalling of village approach road at Bhatjangla, Ranaghat-I under MPLADS, Ward No. 22, Ranaghat-I block, Birbhum district",11.78,2022,Completed,False,
MPLAD-2025-100048,MP_06,Nadia,Tehatta-I,Subarnapur,Electrification,"Installation of 5 solar street lights at Subarnapur, Tehatta-I under MPLADS, Ward No. 14, Tehatta-I block, Nadia district",43.21,2025,Ongoing,False,
MPLAD-2020-100113,MP_14,Bankura,Tehatta-I,Dhantala,Health,"Supply of ambulance to Tehatta-I Rural Hospital under MPLADS under MPLADS, Ward No. 20, Tehatta-I block, Bankura district",2.33,2020,Completed,False,
MPLAD-2020-100155,MP_18,Malda,Hanskhali,Kalinagar,Road,"Construction of 1408 m concrete road from Barasat to Aistala at Kalinagar under MPLADS, Ward No. 6, Hanskhali block, Malda district",11.95,2020,Ongoing,False,
MPLAD-2021-100464,MP_11,Jalpaiguri,Santipur,Barasat,Electrification,"Installation of 5 solar street lights at Barasat, Santipur under MPLADS, Ward No. 3, Santipur block, Jalpaiguri district",22.77,2021,Completed,False,
MPLAD-2024-100796,MP_39,Purulia,Santipur,Debagram,Electrification,"Providing LED high mast lighting at Debagram market area under MPLADS, Ward No. 21, Santipur block, Purulia district",30.94,2024,Ongoing,False,
MPLAD-2019-100889,MP_13,Hooghly,Nakashipara,Barasat,Road,"Construction of 337 m concrete road from Barasat to Fatepur at Barasat under MPLADS, Ward No. 16, Nakashipara block, Hooghly district",21.17,2019,Completed,False,
MPLAD-2023-100221,MP_18,Malda,Haringhata,Dhantala,Sports,"Development of playground with boundary fencing at Dhantala under MPLADS, Ward No. 5, Haringhata block, Malda district",14.68,2023,Completed,False,
MPLAD-2019-100770,MP_17,Purulia,Krishnanagar-II,Panchberia,Water,"Construction of overhead water reservoir of 1000 litre capacity at Panchberia under MPLADS, Ward No. 20, Krishnanagar-II block, Purulia district",19.41,2019,Completed,False,
MPLAD-DUP-200086,MP_03,Howrah,Ranaghat-I,Barasat,Education,"Building of extra class rooms at Barasat Primary School under MPLADS, Ward No. 13, Ranaghat-I block, Howrah district",34.45,2021,Completed,True,MPLAD-2020-100211
MPLAD-DUP-200016,MP_17,Howrah,Krishnanagar-II,Muragachha,Sports,"Development of playground with boundary fencing at Muragachha under MPLADS, Ward No. 6, Krishnanagar-II block, Howrah district",11.02,2025,Completed,True,MPLAD-2024-100523
MPLAD-2022-100983,MP_38,Birbhum,Krishnanagar-II,Panchberia,Sports,"Development of playground with boundary fencing at Panchberia under MPLADS, Ward No. 3, Krishnanagar-II block, Birbhum district",20.01,2022,Completed,False,
MPLAD-2021-100107,MP_19,Jalpaiguri,Nakashipara,Rautari,Health,"Supply of ambulance to Nakashipara Rural Hospital under MPLADS under MPLADS, Ward No. 6, Nakashipara block, Jalpaiguri district",31.22,2021,Completed,False,
MPLAD-2019-101099,MP_33,Bardhaman,Santipur,Rautari,Irrigation,"Re-excavation of village pond for irrigation at Rautari under MPLADS, Ward No. 8, Santipur block, Bardhaman district",6.35,2019,Completed,False,
MPLAD-2019-101043,MP_18,Birbhum,Haringhata,Muragachha,Community,"Construction of community hall with toilet block at Muragachha under MPLADS, Ward No. 23, Haringhata block, Birbhum district",4.66,2019,Ongoing,False,
MPLAD-2022-101039,MP_26,Bardhaman,Karimpur-II,Subarnapur,Sports,"Development of playground with boundary fencing at Subarnapur under MPLADS, Ward No. 6, Karimpur-II block, Bardhaman district",28.13,2022,Ongoing,False,
MPLAD-2021-100947,MP_23,Birbhum,Tehatta-I,Subarnapur,Education,"Supply of benches and desks to Subarnapur High School under MPLADS under MPLADS, Ward No. 15, Tehatta-I block, Birbhum district",35.97,2021,Completed,False,
MPLAD-DUP-200031,MP_01,Howrah,Karimpur-II,Panchberia,Electrification,"Installation of 8 solar-powered street lamps at Panchberia, Karimpur-II under MPLADS, Ward No. 3, Karimpur-II block, Howrah district",3.46,2025,Ongoing,True,MPLAD-2024-100187
MPLAD-2024-101195,MP_05,Howrah,Karimpur-II,Nokari,Sports,"Development of playground with boundary fencing at Nokari under MPLADS, Ward No. 8, Karimpur-II block, Howrah district",19.85,2024,Completed,False,
MPLAD-2020-100344,MP_17,Murshidabad,Nakashipara,Muragachha,Sports,"Development of playground with boundary fencing at Muragachha under MPLADS, Ward No. 13, Nakashipara block, Murshidabad district",24.88,2020,Completed,False,
MPLAD-2023-100802,MP_24,Birbhum,Karimpur-II,Rautari,Health,"Construction of waiting shed at Rautari Sub-Centre under MPLADS, Ward No. 4, Karimpur-II block, Birbhum district",4.49,2023,Completed,False,
MPLAD-2021-100394,MP_04,Birbhum,Nakashipara,Barasat,Health,"Supply of ambulance to Nakashipara Rural Hospital under MPLADS under MPLADS, Ward No. 11, Nakashipara block, Birbhum district",15.24,2021,Completed,False,
MPLAD-2019-100210,MP_21,Howrah,Kaliganj,Fatepur,Electrification,"Providing LED high mast lighting at Fatepur market area under MPLADS, Ward No. 20, Kaliganj block, Howrah district",23.61,2019,Completed,False,
MPLAD-DUP-200005,MP_29,Purulia,Karimpur-II,Fatepur,Road,"Construction of 830 m concrete road from Aistala to Fatepur at Fatepur under MPLADS, Ward No. 20, Karimpur-II block, Purulia district",13.3,2020,Ongoing,True,MPLAD-2019-101113
MPLAD-2021-101150,MP_37,Murshidabad,Santipur,Kalinagar,Sports,"Development of playground with boundary fencing at Kalinagar under MPLADS, Ward No. 23, Santipur block, Murshidabad district",27.11,2021,Completed,False,
MPLAD-2025-100503,MP_17,Jalpaiguri,Karimpur-II,Nokari,Electrification,"Installation of 7 solar street lights at Nokari, Karimpur-II under MPLADS, Ward No. 15, Karimpur-II block, Jalpaiguri district",6.22,2025,Completed,False,
MPLAD-2019-100168,MP_30,Bankura,Santipur,Panchberia,Electrification,"Providing LED high mast lighting at Panchberia market area under MPLADS, Ward No. 10, Santipur block, Bankura district",6.67,2019,Completed,False,
MPLAD-2024-100481,MP_02,Birbhum,Santipur,Fatepur,Education,"Construction of additional classroom block at Fatepur Primary School under MPLADS, Ward No. 9, Santipur block, Birbhum district",38.7,2024,Completed,False,
MPLAD-2022-100668,MP_37,Hooghly,Krishnanagar-II,Nokari,Road,"Construction of 277 m concrete road from Muragachha to Subarnapur at Nokari under MPLADS, Ward No. 17, Krishnanagar-II block, Hooghly district",3.53,2022,Ongoing,False,
MPLAD-2023-100494,MP_01,Nadia,Ranaghat-I,Kalinagar,Road,"Construction of 894 m concrete road from Kalinagar to Panchberia at Kalinagar under MPLADS, Ward No. 7, Ranaghat-I block, Nadia district",14.04,2023,Ongoing,False,
MPLAD-2020-100428,MP_33,Birbhum,Haringhata,Rautari,Community,"Renovation of crematorium boundary wall at Rautari under MPLADS, Ward No. 21, Haringhata block, Birbhum district",27.34,2020,Completed,False,
MPLAD-2020-100764,MP_26,Birbhum,Kaliganj,Rautari,Road,"Improvement and metalling of village approach road at Rautari, Kaliganj under MPLADS, Ward No. 12, Kaliganj block, Birbhum district",29.82,2020,Sanctioned,False,
MPLAD-2024-100551,MP_02,Bankura,Tehatta-I,Subarnapur,Water,"Installation of 1 deep tube wells with submersible pump at Subarnapur under MPLADS, Ward No. 11, Tehatta-I block, Bankura district",30.9,2024,Completed,False,
MPLAD-2025-100174,MP_35,Birbhum,Karimpur-II,Bahirgachi,Electrification,"Installation of 1 solar street lights at Bahirgachi, Karimpur-II under MPLADS, Ward No. 9, Karimpur-II block, Birbhum district",29.61,2025,Completed,False,
MPLAD-2024-101048,MP_22,Birbhum,Hanskhali,Barasat,Water,"Installation of 6 deep tube wells with submersible pump at Barasat under MPLADS, Ward No. 1, Hanskhali block, Birbhum district",13.9,2024,Ongoing,False,
MPLAD-2023-100816,MP_33,Howrah,Hanskhali,Subarnapur,Education,"Construction of additional classroom block at Subarnapur Primary School under MPLADS, Ward No. 16, Hanskhali block, Howrah district",44.86,2023,Completed,False,
MPLAD-2021-100352,MP_24,Bardhaman,Ranaghat-I,Kalinagar,Water,"Installation of 4 deep tube wells with submersible pump at Kalinagar under MPLADS, Ward No. 22, Ranaghat-I block, Bardhaman district",16.23,2021,Completed,False,
MPLAD-2024-101097,MP_34,Howrah,Santipur,Bhatjangla,Health,"Supply of ambulance to Santipur Rural Hospital under MPLADS under MPLADS, Ward No. 16, Santipur block, Howrah district",2.54,2024,Ongoing,False,
MPLAD-2024-100054,MP_31,Murshidabad,Haringhata,Subarnapur,Community,"Construction of community hall with toilet block at Subarnapur under MPLADS, Ward No. 5, Haringhata block, Murshidabad district",22.35,2024,Completed,False,
MPLAD-2024-101083,MP_15,Jalpaiguri,Nakashipara,Fatepur,Electrification,"Providing LED high mast lighting at Fatepur market area under MPLADS, Ward No. 22, Nakashipara block, Jalpaiguri district",7.84,2024,Sanctioned,False,
MPLAD-2022-100493,MP_31,Purulia,Tehatta-I,Bahirgachi,Community,"Renovation of crematorium boundary wall at Bahirgachi under MPLADS, Ward No. 1, Tehatta-I block, Purulia district",42.28,2022,Sanctioned,False,
MPLAD-2021-100730,MP_05,Hooghly,Krishnanagar-II,Aistala,Education,"Supply of benches and desks to Aistala High School under MPLADS under MPLADS, Ward No. 19, Krishnanagar-II block, Hooghly district",41.8,2021,Completed,False,
